bnumber	dbname	dbid
b2743	GeneID	944923
b2744	UniProtKB/Swiss-Prot	P0A840
b2744	ASAP	ABE-0009008
b2744	ECOCYC	EG11817
b2744	GeneID	947211
b2745	UniProtKB/Swiss-Prot	Q57261
b2745	ASAP	ABE-0009011
b2745	ECOCYC	G7422
b2745	GeneID	947214
b2746	UniProtKB/Swiss-Prot	P62617
b2746	ASAP	ABE-0009013
b2746	ECOCYC	EG11816
b2746	GeneID	945057
b2747	UniProtKB/Swiss-Prot	Q46893
b2747	ASAP	ABE-0009017
b2747	ECOCYC	G7423
b2747	GeneID	948269
b2748	UniProtKB/Swiss-Prot	P0A6S5
b2748	ASAP	ABE-0009019
b2748	ECOCYC	G7424
b2748	GeneID	946033
b2749	UniProtKB/Swiss-Prot	P46141
b2749	ASAP	ABE-0009021
b2749	ECOCYC	EG12707
b2749	GeneID	947268
b2750	UniProtKB/Swiss-Prot	P0A6J1
b2750	ASAP	ABE-0009023
b2750	ECOCYC	EG10185
b2750	GeneID	947221
b2751	UniProtKB/Swiss-Prot	P23845
b2751	ASAP	ABE-0009026
b2751	ECOCYC	EG10194
b2751	GeneID	947219
b2752	UniProtKB/Swiss-Prot	P21156
b2752	ASAP	ABE-0009029
b2752	ECOCYC	EG10186
b2752	GeneID	947217
b2753	UniProtKB/Swiss-Prot	P10423
b2753	ASAP	ABE-0009033
b2753	ECOCYC	EG10488
b2753	GeneID	947215
b2754	UniProtKB/Swiss-Prot	P45956
b2754	ASAP	ABE-0009036
b2754	ECOCYC	EG12845
b2754	GeneID	947213
b2755	UniProtKB/Swiss-Prot	Q46896
b2755	ASAP	ABE-0009038
b2755	ECOCYC	G7425
b2755	GeneID	947228
b2756	UniProtKB/Swiss-Prot	Q46897
b2756	ASAP	ABE-0009042
b2756	ECOCYC	G7426
b2756	GeneID	947226
b2757	UniProtKB/Swiss-Prot	Q46898
b2757	ASAP	ABE-0009044
b2757	ECOCYC	G7427
b2757	GeneID	947225
b2758	UniProtKB/Swiss-Prot	Q46899
b2758	ASAP	ABE-0009046
b2758	ECOCYC	G7428
b2758	GeneID	947224
b2759	UniProtKB/Swiss-Prot	P76632
b2759	ASAP	ABE-0009048
b2759	ECOCYC	G7429
b2759	GeneID	947223
b2760	UniProtKB/Swiss-Prot	Q46901
b2760	ASAP	ABE-0009050
b2760	ECOCYC	G7430
b2760	GeneID	947222
b2761	UniProtKB/Swiss-Prot	P38036
b2761	ASAP	ABE-0009054
b2761	ECOCYC	EG12634
b2761	GeneID	947229
b2762	UniProtKB/Swiss-Prot	P17854
b2762	ASAP	ABE-0009057
b2762	ECOCYC	EG10189
b2762	GeneID	947230
b2763	UniProtKB/Swiss-Prot	P17846
b2763	ASAP	ABE-0009061
b2763	ECOCYC	EG10190
b2763	GeneID	947231
b2764	UniProtKB/Swiss-Prot	P38038
b2764	ASAP	ABE-0009063
b2764	ECOCYC	EG10191
b2764	GeneID	947239
b2765	UniProtKB/Swiss-Prot	P65870
b2765	ASAP	ABE-0009068
b2765	ECOCYC	G7431
b2765	GeneID	945123
b2766	UniProtKB/Swiss-Prot	Q46904
b2766	ASAP	ABE-0009070
b2766	ECOCYC	G7432
b2766	GeneID	946114
b2767	UniProtKB/Swiss-Prot	Q46905
b2767	ASAP	ABE-0009072
b2767	ECOCYC	G7433
b2767	GeneID	945120
b2768	UniProtKB/Swiss-Prot	Q46906
b2768	ASAP	ABE-0009074
b2768	ECOCYC	G7434
b2768	GeneID	947536
b2769	UniProtKB/Swiss-Prot	Q46907
b2769	ASAP	ABE-0009077
b2769	ECOCYC	G7435
b2769	GeneID	946413
b2770	UniProtKB/Swiss-Prot	Q46908
b2770	ASAP	ABE-0009079
b2770	ECOCYC	G7436
b2770	GeneID	947240
b2771	UniProtKB/Swiss-Prot	Q46909
b2771	ASAP	ABE-0009082
b2771	ECOCYC	G7437
b2771	GeneID	947238
b4463	UniProtKB/Swiss-Prot	Q46911
b4463	ASAP	ABE-0174094
b4463	ECOCYC	G7439
b4463	GeneID	2847709
b2774	UniProtKB/Swiss-Prot	P76633
b2774	ASAP	ABE-0009088
b2774	ECOCYC	G7440
b2774	GeneID	947232
b2775	UniProtKB/Swiss-Prot	P77031
b2775	ASAP	ABE-0009095
b2775	ECOCYC	EG13174
b2775	GeneID	947248
b2776	UniProtKB/Swiss-Prot	P55138
b2776	ASAP	ABE-0009097
b2776	ECOCYC	G7442
b2776	GeneID	946193
b2777	UniProtKB/Swiss-Prot	P64554
b2777	ASAP	ABE-0009101
b2777	ECOCYC	G7443
b2777	GeneID	947527
b4682	UniProtKB/Swiss-Prot	C1P612
b4682	ECOCYC	G0-10655
b4682	GeneID	7751618
b2778	UniProtKB/Swiss-Prot	P55140
b2778	ASAP	ABE-0009108
b2778	ECOCYC	G7444
b2778	GeneID	945247
b2779	UniProtKB/Swiss-Prot	P0A6P9
b2779	ASAP	ABE-0009110
b2779	ECOCYC	EG10258
b2779	GeneID	945032
b2780	UniProtKB/Swiss-Prot	P0A7E5
b2780	ASAP	ABE-0009112
b2780	ECOCYC	EG10810
b2780	GeneID	946116
b2781	UniProtKB/Swiss-Prot	P0AEY3
b2781	ASAP	ABE-0009117
b2781	ECOCYC	EG10572
b2781	GeneID	947254
b2782	UniProtKB/Swiss-Prot	P0AE70
b2782	ASAP	ABE-0009119
b2782	ECOCYC	EG11249
b2782	GeneID	947252
b2783	UniProtKB/Swiss-Prot	P0AE72
b2783	ASAP	ABE-0009122
b2783	ECOCYC	EG10571
b2783	GeneID	947245
b2784	UniProtKB/Swiss-Prot	P0AG20
b2784	ASAP	ABE-0009125
b2784	ECOCYC	EG10835
b2784	GeneID	947244
b2785	UniProtKB/Swiss-Prot	P55135
b2785	ASAP	ABE-0009127
b2785	ECOCYC	EG11247
b2785	GeneID	947243
b2786	UniProtKB/Swiss-Prot	P0AEC5
b2786	ASAP	ABE-0009131
b2786	ECOCYC	EG11367
b2786	GeneID	947255
b2787	UniProtKB/Swiss-Prot	P0AES2
b2787	ASAP	ABE-0009134
b2787	ECOCYC	G7445
b2787	GeneID	947258
b2788	UniProtKB/Swiss-Prot	Q46915
b2788	ASAP	ABE-0009136
b2788	ECOCYC	G7446
b2788	GeneID	947261
b2789	UniProtKB/Swiss-Prot	Q46916
b2789	ASAP	ABE-0009139
b2789	ECOCYC	G7447
b2789	GeneID	947265
b2790	UniProtKB/Swiss-Prot	P65367
b2790	ASAP	ABE-0009142
b2790	ECOCYC	G7448
b2790	GeneID	947151
b2791	UniProtKB/Swiss-Prot	P0AA41
b2791	ASAP	ABE-0009147
b2791	ECOCYC	G7449
b2791	GeneID	947242
b2792	UniProtKB/Swiss-Prot	Q46919
b2792	ASAP	ABE-0009152
b2792	ECOCYC	G7450
b2792	GeneID	946027
b2793	UniProtKB/Swiss-Prot	P0A8U0
b2793	ASAP	ABE-0009154
b2793	ECOCYC	G7451
b2793	GeneID	947271
b2794	UniProtKB/Swiss-Prot	Q46920
b2794	ASAP	ABE-0009162
b2794	ECOCYC	G7452
b2794	GeneID	947270
b2795	UniProtKB/Swiss-Prot	P0ADR8
b2795	ASAP	ABE-0009166
b2795	ECOCYC	EG12373
b2795	GeneID	947266
b2796	UniProtKB/Swiss-Prot	P0AAD6
b2796	ASAP	ABE-0009169
b2796	ECOCYC	EG12142
b2796	GeneID	947264
b2797	UniProtKB/Swiss-Prot	P30744
b2797	ASAP	ABE-0009172
b2797	ECOCYC	EG11623
b2797	GeneID	947262
b2798	UniProtKB/Swiss-Prot	P38506
b2798	ASAP	ABE-0009174
b2798	ECOCYC	EG12372
b2798	GeneID	947256
b2799	UniProtKB/Swiss-Prot	P0A9S1
b2799	ASAP	ABE-0009177
b2799	ECOCYC	EG10351
b2799	GeneID	947273
b2800	UniProtKB/Swiss-Prot	P0AB87
b2800	ASAP	ABE-0009179
b2800	ECOCYC	EG10348
b2800	GeneID	947282
b2801	UniProtKB/Swiss-Prot	P11551
b2801	ASAP	ABE-0009187
b2801	ECOCYC	EG10352
b2801	GeneID	947487
b2802	UniProtKB/Swiss-Prot	P69922
b2802	ASAP	ABE-0009189
b2802	ECOCYC	EG10349
b2802	GeneID	946195
b2803	UniProtKB/Swiss-Prot	P11553
b2803	ASAP	ABE-0009191
b2803	ECOCYC	EG10350
b2803	GeneID	946022
b2804	UniProtKB/Swiss-Prot	P0AEN8
b2804	ASAP	ABE-0009193
b2804	ECOCYC	EG10355
b2804	GeneID	945842
b2805	UniProtKB/Swiss-Prot	P0ACK8
b2805	ASAP	ABE-0009195
b2805	ECOCYC	EG10353
b2805	GeneID	946905
b2806	UniProtKB/Swiss-Prot	P0ADR6
b2806	ASAP	ABE-0009197
b2806	ECOCYC	EG11794
b2806	GeneID	947283
b2807	UniProtKB/Swiss-Prot	P0ADR2
b2807	ASAP	ABE-0009199
b2807	ECOCYC	EG11793
b2807	GeneID	947279
b2808	UniProtKB/Swiss-Prot	P0A9F6
b2808	ASAP	ABE-0009202
b2808	ECOCYC	EG11795
b2808	GeneID	947278
b2809	UniProtKB/Swiss-Prot	P65292
b2809	ASAP	ABE-0009214
b2809	ECOCYC	G7453
b2809	GeneID	947276
b2810	UniProtKB/Swiss-Prot	Q46925
b2810	ASAP	ABE-0009218
b2810	ECOCYC	G7454
b2810	GeneID	947275
b2811	UniProtKB/Swiss-Prot	P0AGF2
b2811	ASAP	ABE-0009220
b2811	ECOCYC	G7455
b2811	GeneID	947274
b2812	UniProtKB/Swiss-Prot	Q46927
b2812	ASAP	ABE-0009223
b2812	ECOCYC	G7456
b2812	GeneID	947291
b2813	UniProtKB/Swiss-Prot	P0A935
b2813	ASAP	ABE-0009228
b2813	ECOCYC	G7457
b2813	GeneID	944964
b2817	UniProtKB/Swiss-Prot	P63883
b2817	ASAP	ABE-0009238
b2817	ECOCYC	G7458
b2817	GeneID	947293
b2818	UniProtKB/Swiss-Prot	P0A6C5
b2818	ASAP	ABE-0009245
b2818	ECOCYC	EG10063
b2818	GeneID	947289
b2819	UniProtKB/Swiss-Prot	P04993
b2819	ASAP	ABE-0009247
b2819	ECOCYC	EG10826
b2819	GeneID	947287
b2820	UniProtKB/Swiss-Prot	P08394
b2820	ASAP	ABE-0009249
b2820	ECOCYC	EG10824
b2820	GeneID	947286
b2821	UniProtKB/Swiss-Prot	P05458
b2821	ASAP	ABE-0009252
b2821	ECOCYC	EG10786
b2821	GeneID	947284
b2822	UniProtKB/Swiss-Prot	P07648
b2822	ASAP	ABE-0009255
b2822	ECOCYC	EG10825
b2822	GeneID	947294
b2823	UniProtKB/Swiss-Prot	P08372
b2823	ASAP	ABE-0009257
b2823	ECOCYC	EG11154
b2823	GeneID	945797
b2824	UniProtKB/Swiss-Prot	P08370
b2824	ASAP	ABE-0009261
b2824	ECOCYC	EG11155
b2824	GeneID	944763
b2825	UniProtKB/Swiss-Prot	P08371
b2825	ASAP	ABE-0009263
b2825	ECOCYC	EG11156
b2825	GeneID	948985
b2826	UniProtKB/Swiss-Prot	P33554
b2826	ASAP	ABE-0009266
b2826	ECOCYC	EG12081
b2826	GeneID	945393
b2827	UniProtKB/Swiss-Prot	P0A884
b2827	ASAP	ABE-0009268
b2827	ECOCYC	EG11002
b2827	GeneID	949035
b2828	UniProtKB/Swiss-Prot	P60955
b2828	ASAP	ABE-0009270
b2828	ECOCYC	EG12128
b2828	GeneID	947303
b2829	UniProtKB/Swiss-Prot	P37177
b2829	ASAP	ABE-0009274
b2829	ECOCYC	EG12188
b2829	GeneID	947301
b2830	UniProtKB/Swiss-Prot	P0A776
b2830	ASAP	ABE-0009276
b2830	ECOCYC	G7459
b2830	GeneID	947300
b4610	ECOCYC	G0-10601
b4610	GeneID	5061519
b2831	UniProtKB/Swiss-Prot	P06722
b2831	ASAP	ABE-0009287
b2831	ECOCYC	EG10624
b2831	GeneID	947299
b2832	UniProtKB/Swiss-Prot	P67127
b2832	ASAP	ABE-0009290
b2832	ECOCYC	G7460
b2832	GeneID	947295
b2833	UniProtKB/Swiss-Prot	P65294
b2833	ASAP	ABE-0009293
b2833	ECOCYC	G7461
b2833	GeneID	947304
b2834	UniProtKB/Swiss-Prot	P0A9T4
b2834	ASAP	ABE-0009298
b2834	ECOCYC	G7462
b2834	GeneID	947306
b2835	UniProtKB/Swiss-Prot	P39196
b2835	ASAP	ABE-0009300
b2835	ECOCYC	EG12455
b2835	GeneID	947317
b2836	UniProtKB/Swiss-Prot	P31119
b2836	ASAP	ABE-0009302
b2836	ECOCYC	EG11679
b2836	GeneID	947315
b2837	UniProtKB/Swiss-Prot	P03024
b2837	ASAP	ABE-0009307
b2837	ECOCYC	EG10364
b2837	GeneID	947314
b2838	UniProtKB/Swiss-Prot	P00861
b2838	ASAP	ABE-0009309
b2838	ECOCYC	EG10549
b2838	GeneID	947313
b2839	UniProtKB/Swiss-Prot	P03030
b2839	ASAP	ABE-0009313
b2839	ECOCYC	EG10551
b2839	GeneID	947311
b2840	UniProtKB/Swiss-Prot	P03813
b2840	ASAP	ABE-0009315
b2840	ECOCYC	EG11157
b2840	GeneID	947348
b2841	UniProtKB/Swiss-Prot	P0AE24
b2841	ASAP	ABE-0009319
b2841	ECOCYC	EG10056
b2841	GeneID	947341
b2842	UniProtKB/Swiss-Prot	P37769
b2842	ASAP	ABE-0009330
b2842	ECOCYC	EG12361
b2842	GeneID	947323
b2843	UniProtKB/Swiss-Prot	Q46938
b2843	ASAP	ABE-0009332
b2843	ECOCYC	G7463
b2843	GeneID	947319
b2844	UniProtKB/Swiss-Prot	Q46939
b2844	ASAP	ABE-0009335
b2844	ECOCYC	G7464
b2844	GeneID	947324
b2845	UniProtKB/Swiss-Prot	P63340
b2845	ASAP	ABE-0009345
b2845	ECOCYC	G7465
b2845	GeneID	945028
b2846	UniProtKB/Swiss-Prot	Q46941
b2846	ASAP	ABE-0009349
b2846	ECOCYC	G7466
b2846	GeneID	945263
b2847	UniProtKB/Swiss-Prot	Q46942
b2847	ASAP	ABE-0009352
b2847	ECOCYC	G7467
b2847	GeneID	947327
b2848	UniProtKB/Swiss-Prot	Q46943
b2848	ASAP	ABE-0009354
b2848	ECOCYC	G7468
b2848	GeneID	947328
b4683	UniProtKB/Swiss-Prot	C1P613
b4683	ASAP	ABE-0285226
b4683	ECOCYC	G0-10650
b4683	GeneID	7751637
b2849	UniProtKB/Swiss-Prot	P77136
b2849	ASAP	ABE-0009356
b2849	ECOCYC	G7469
b2849	GeneID	947329
b2851	UniProtKB/Swiss-Prot	Q46787
b2851	ASAP	ABE-0009364
b2851	ECOCYC	G7471
b2851	GeneID	946986
b2852	UniProtKB/Swiss-Prot	P76639
b2852	ASAP	ABE-0009368
b2852	ECOCYC	G7472
b2852	GeneID	946265
b2853	UniProtKB/Swiss-Prot	Q46789
b2853	ASAP	ABE-0009374
b2853	ECOCYC	G7473
b2853	GeneID	947336
b2860	UniProtKB/Swiss-Prot	P0CF56
b2860	ASAP	ABE-0009395
b2860	ECOCYC	G7480
b2860	GeneID	947346
b2861	UniProtKB/Swiss-Prot	P0CF43
b2861	ASAP	ABE-0009397
b2861	ECOCYC	G7481
b2861	GeneID	947347
b2863	UniProtKB/Swiss-Prot	Q46797
b2863	ASAP	ABE-0009401
b2863	ECOCYC	G7483
b2863	GeneID	947344
b2865	UniProtKB/Swiss-Prot	Q46798
b2865	ASAP	ABE-0009407
b2865	ECOCYC	G7484
b2865	GeneID	947352
b2866	UniProtKB/Swiss-Prot	Q46799
b2866	ASAP	ABE-0009413
b2866	ECOCYC	G7485
b2866	GeneID	947116
b2867	UniProtKB/Swiss-Prot	Q46800
b2867	ASAP	ABE-0009416
b2867	ECOCYC	G7486
b2867	GeneID	947205
b2868	UniProtKB/Swiss-Prot	Q46801
b2868	ASAP	ABE-0009418
b2868	ECOCYC	G7487
b2868	GeneID	945148
b2869	UniProtKB/Swiss-Prot	Q46802
b2869	ASAP	ABE-0009420
b2869	ECOCYC	G7488
b2869	GeneID	947320
b2870	UniProtKB/Swiss-Prot	Q46803
b2870	ASAP	ABE-0009425
b2870	ECOCYC	G7489
b2870	GeneID	945826
b2871	UniProtKB/Swiss-Prot	P66899
b2871	ASAP	ABE-0009428
b2871	ECOCYC	G7490
b2871	GeneID	947012
b2872	UniProtKB/Swiss-Prot	P65807
b2872	ASAP	ABE-0009434
b2872	ECOCYC	G7491
b2872	GeneID	947360
b2873	UniProtKB/Swiss-Prot	Q46806
b2873	ASAP	ABE-0009436
b2873	ECOCYC	G7492
b2873	GeneID	947359
b2874	UniProtKB/Swiss-Prot	Q46807
b2874	ASAP	ABE-0009438
b2874	ECOCYC	G7493
b2874	GeneID	947358
b2875	UniProtKB/Swiss-Prot	Q46808
b2875	ASAP	ABE-0009441
b2875	ECOCYC	G7494
b2875	GeneID	947357
b2876	UniProtKB/Swiss-Prot	Q46809
b2876	ASAP	ABE-0009443
b2876	ECOCYC	G7495
b2876	GeneID	947350
b2877	UniProtKB/Swiss-Prot	Q46810
b2877	ASAP	ABE-0009447
b2877	ECOCYC	G7496
b2877	GeneID	947356
b2878	UniProtKB/Swiss-Prot	Q46811
b2878	ASAP	ABE-0009450
b2878	ECOCYC	G7497
b2878	GeneID	949068
b2879	UniProtKB/Swiss-Prot	Q46812
b2879	ASAP	ABE-0009452
b2879	ECOCYC	G7498
b2879	GeneID	949072
b2880	UniProtKB/Swiss-Prot	P64557
b2880	ASAP	ABE-0009456
b2880	ECOCYC	G7499
b2880	GeneID	949071
b2881	UniProtKB/Swiss-Prot	Q46814
b2881	ASAP	ABE-0009459
b2881	ECOCYC	G7500
b2881	GeneID	949079
b2882	UniProtKB/Swiss-Prot	P67444
b2882	ASAP	ABE-0009463
b2882	ECOCYC	G7501
b2882	GeneID	949075
b2883	UniProtKB/Swiss-Prot	P76641
b2883	ASAP	ABE-0009465
b2883	ECOCYC	G7502
b2883	GeneID	947366
b4464	UniProtKB/Swiss-Prot	Q46817
b4464	ASAP	ABE-0174113
b4464	ECOCYC	G7503
b4464	GeneID	2847748
b2886	UniProtKB/Swiss-Prot	Q46819
b2886	ASAP	ABE-0009471
b2886	ECOCYC	G7505
b2886	GeneID	949016
b2887	UniProtKB/Swiss-Prot	Q46820
b2887	ASAP	ABE-0009473
b2887	ECOCYC	G7506
b2887	GeneID	949018
b2888	UniProtKB/Swiss-Prot	Q46821
b2888	ASAP	ABE-0009478
b2888	ECOCYC	G7507
b2888	GeneID	949017
b4684	UniProtKB/Swiss-Prot	C1P614
b4684	ASAP	ABE-0285227
b4684	ECOCYC	G0-10656
b4684	GeneID	7751638
b4753	UniProtKB/Swiss-Prot	P0DPP4
b4753	ECOCYC	G0-16747
b4753	GeneID	38094970
b2889	UniProtKB/Swiss-Prot	Q46822
b2889	ASAP	ABE-0009484
b2889	ECOCYC	G7508
b2889	GeneID	949020
b2890	UniProtKB/Swiss-Prot	P0A8N3
b2890	ASAP	ABE-0009486
b2890	ECOCYC	EG10552
b2890	GeneID	947372
b2891	UniProtKB/Swiss-Prot	P07012
b2891	ASAP	ABE-0009488
b2891	ECOCYC	EG10762
b2891	GeneID	947369
b2892	UniProtKB/Swiss-Prot	P21893
b2892	ASAP	ABE-0009492
b2892	ECOCYC	EG10830
b2892	GeneID	947367
b2893	UniProtKB/Swiss-Prot	P0AEG6
b2893	ASAP	ABE-0009494
b2893	ECOCYC	EG11070
b2893	GeneID	947363
b2894	UniProtKB/Swiss-Prot	P0A8P8
b2894	ASAP	ABE-0009500
b2894	ECOCYC	EG11071
b2894	GeneID	947362
b2895	UniProtKB/Swiss-Prot	P0ABY4
b2895	ASAP	ABE-0009503
b2895	ECOCYC	EG12697
b2895	GeneID	947361
b2896	UniProtKB/Swiss-Prot	Q46824
b2896	ASAP	ABE-0009505
b2896	ECOCYC	G7509
b2896	GeneID	947379
b2897	UniProtKB/Swiss-Prot	P64559
b2897	ASAP	ABE-0009507
b2897	ECOCYC	G7510
b2897	GeneID	947382
b2898	UniProtKB/Swiss-Prot	P0ADE8
b2898	ASAP	ABE-0009512
b2898	ECOCYC	G7511
b2898	GeneID	947384
b2899	UniProtKB/Swiss-Prot	P67153
b2899	ASAP	ABE-0009515
b2899	ECOCYC	G7512
b2899	GeneID	947381
b2900	UniProtKB/Swiss-Prot	P67603
b2900	ASAP	ABE-0009518
b2900	ECOCYC	G7513
b2900	GeneID	947380
b2901	UniProtKB/Swiss-Prot	Q46829
b2901	ASAP	ABE-0009523
b2901	ECOCYC	G495
b2901	GeneID	947378
b2902	UniProtKB/Swiss-Prot	P52037
b2902	ASAP	ABE-0009526
b2902	ECOCYC	G7514
b2902	GeneID	947373
b2903	UniProtKB/Swiss-Prot	P33195
b2903	ASAP	ABE-0009531
b2903	ECOCYC	EG11810
b2903	GeneID	947394
b2904	UniProtKB/Swiss-Prot	P0A6T9
b2904	ASAP	ABE-0009534
b2904	ECOCYC	EG10371
b2904	GeneID	947393
b2905	UniProtKB/Swiss-Prot	P27248
b2905	ASAP	ABE-0009536
b2905	ECOCYC	EG11442
b2905	GeneID	947390
b4754	UniProtKB/Swiss-Prot	P0DPP5
b4754	ECOCYC	G0-16748
b4754	GeneID	38094971
b2906	UniProtKB/Swiss-Prot	P25535
b2906	ASAP	ABE-0009543
b2906	ECOCYC	EG11333
b2906	GeneID	947389
b2907	UniProtKB/Swiss-Prot	P25534
b2907	ASAP	ABE-0009545
b2907	ECOCYC	EG11324
b2907	GeneID	947388
b2908	UniProtKB/Swiss-Prot	P15034
b2908	ASAP	ABE-0009549
b2908	ECOCYC	EG10697
b2908	GeneID	947385
b2909	UniProtKB/Swiss-Prot	P0A8C4
b2909	ASAP	ABE-0009551
b2909	ECOCYC	EG11323
b2909	GeneID	947400
b2910	UniProtKB/Swiss-Prot	P0ADS2
b2910	ASAP	ABE-0009554
b2910	ECOCYC	EG12878
b2910	GeneID	947404
b2912	UniProtKB/Swiss-Prot	P0AC28
b2912	ASAP	ABE-0009559
b2912	ECOCYC	EG11158
b2912	GeneID	945167
b4665	UniProtKB/Swiss-Prot	C1P615
b4665	ECOCYC	G0-10631
b4665	GeneID	7751627
b2913	UniProtKB/Swiss-Prot	P0A9T0
b2913	ASAP	ABE-0009561
b2913	ECOCYC	EG10944
b2913	GeneID	945258
b2914	UniProtKB/Swiss-Prot	P0A7Z0
b2914	ASAP	ABE-0009567
b2914	ECOCYC	EG11443
b2914	GeneID	947407
b2916	UniProtKB/Swiss-Prot	P0A8S1
b2916	ASAP	ABE-0009574
b2916	ECOCYC	EG10490
b2916	GeneID	944867
b2917	UniProtKB/Swiss-Prot	P27253
b2917	ASAP	ABE-0009577
b2917	ECOCYC	EG11444
b2917	GeneID	945576
b2918	UniProtKB/Swiss-Prot	P27254
b2918	ASAP	ABE-0009579
b2918	ECOCYC	EG11445
b2918	GeneID	947412
b2919	UniProtKB/Swiss-Prot	P52045
b2919	ASAP	ABE-0009581
b2919	ECOCYC	G7516
b2919	GeneID	947408
b2920	UniProtKB/Swiss-Prot	P52043
b2920	ASAP	ABE-0009583
b2920	ECOCYC	G7517
b2920	GeneID	947402
b2921	UniProtKB/Swiss-Prot	P52044
b2921	ASAP	ABE-0009585
b2921	ECOCYC	G7518
b2921	GeneID	947401
b2922	UniProtKB/Swiss-Prot	P0ADS6
b2922	ASAP	ABE-0009588
b2922	ECOCYC	EG11244
b2922	GeneID	947398
b2923	UniProtKB/Swiss-Prot	P11667
b2923	ASAP	ABE-0009591
b2923	ECOCYC	EG11159
b2923	GeneID	947418
b2924	UniProtKB/Swiss-Prot	P0C0S1
b2924	ASAP	ABE-0009595
b2924	ECOCYC	EG11160
b2924	GeneID	947416
b2925	UniProtKB/Swiss-Prot	P0AB71
b2925	ASAP	ABE-0009600
b2925	ECOCYC	EG10282
b2925	GeneID	947415
b2926	UniProtKB/Swiss-Prot	P0A799
b2926	ASAP	ABE-0009605
b2926	ECOCYC	EG10703
b2926	GeneID	947414
b2927	UniProtKB/Swiss-Prot	P0A9B6
b2927	ASAP	ABE-0009607
b2927	ECOCYC	EG10368
b2927	GeneID	947413
b2928	UniProtKB/Swiss-Prot	P11664
b2928	ASAP	ABE-0009610
b2928	ECOCYC	EG11161
b2928	GeneID	947419
b2929	UniProtKB/Swiss-Prot	P11663
b2929	ASAP	ABE-0009612
b2929	ECOCYC	EG11162
b2929	GeneID	946861
b2930	UniProtKB/Swiss-Prot	P21437
b2930	ASAP	ABE-0009615
b2930	ECOCYC	EG11245
b2930	GeneID	947410
b4465	UniProtKB/Swiss-Prot	P52048
b4465	ASAP	ABE-0174095
b4465	ECOCYC	G7520
b4465	GeneID	2847686
b2933	UniProtKB/Swiss-Prot	P69826
b2933	ASAP	ABE-0009621
b2933	ECOCYC	EG11792
b2933	GeneID	945256
b2934	UniProtKB/Swiss-Prot	P69824
b2934	ASAP	ABE-0009623
b2934	ECOCYC	EG11791
b2934	GeneID	945125
b2935	UniProtKB/Swiss-Prot	P27302
b2935	ASAP	ABE-0009625
b2935	ECOCYC	EG11427
b2935	GeneID	947420
b2936	UniProtKB/Swiss-Prot	P25894
b2936	ASAP	ABE-0009629
b2936	ECOCYC	EG11291
b2936	GeneID	945173
b2937	UniProtKB/Swiss-Prot	P60651
b2937	ASAP	ABE-0009632
b2937	ECOCYC	EG10960
b2937	GeneID	947715
b2938	UniProtKB/Swiss-Prot	P21170
b2938	ASAP	ABE-0009634
b2938	ECOCYC	EG10959
b2938	GeneID	947432
b2939	UniProtKB/Swiss-Prot	P64567
b2939	ASAP	ABE-0009638
b2939	ECOCYC	G7521
b2939	GeneID	947433
b4784	UniProtKB/Swiss-Prot	P0DSG2
b4784	ECOCYC	G0-17030
b4784	GeneID	63925647
b2940	UniProtKB/Swiss-Prot	P64570
b2940	ASAP	ABE-0009643
b2940	ECOCYC	G7522
b2940	GeneID	945052
b2941	UniProtKB/Swiss-Prot	P46879
b2941	ASAP	ABE-0009645
b2941	ECOCYC	G7523
b2941	GeneID	945430
b2942	UniProtKB/Swiss-Prot	P0A817
b2942	ASAP	ABE-0009650
b2942	ECOCYC	EG10589
b2942	GeneID	945389
b2943	UniProtKB/Swiss-Prot	P0AEP1
b2943	ASAP	ABE-0009654
b2943	ECOCYC	EG12148
b2943	GeneID	947434
b2944	UniProtKB/Swiss-Prot	P39902
b2944	ASAP	ABE-0009657
b2944	ECOCYC	EG12122
b2944	GeneID	947443
b2945	UniProtKB/Swiss-Prot	P25736
b2945	ASAP	ABE-0009661
b2945	ECOCYC	EG11336
b2945	GeneID	949092
b2946	UniProtKB/Swiss-Prot	P0AGL7
b2946	ASAP	ABE-0009665
b2946	ECOCYC	EG12366
b2946	GeneID	945816
b2947	UniProtKB/Swiss-Prot	P04425
b2947	ASAP	ABE-0009667
b2947	ECOCYC	EG10419
b2947	GeneID	947445
b2948	UniProtKB/Swiss-Prot	P0A8W5
b2948	ASAP	ABE-0009669
b2948	ECOCYC	G7524
b2948	GeneID	947442
b2949	UniProtKB/Swiss-Prot	P0A8I1
b2949	ASAP	ABE-0009672
b2949	ECOCYC	G7525
b2949	GeneID	947439
b2950	UniProtKB/Swiss-Prot	P52052
b2950	ASAP	ABE-0009675
b2950	ECOCYC	G7526
b2950	GeneID	947430
b2951	UniProtKB/Swiss-Prot	P67080
b2951	ASAP	ABE-0009681
b2951	ECOCYC	G7527
b2951	GeneID	947423
b2952	UniProtKB/Swiss-Prot	P64564
b2952	ASAP	ABE-0009685
b2952	ECOCYC	G7528
b2952	GeneID	947421
b2953	UniProtKB/Swiss-Prot	P52060
b2953	ASAP	ABE-0009690
b2953	ECOCYC	G7529
b2953	GeneID	947424
b2954	UniProtKB/Swiss-Prot	P52061
b2954	ASAP	ABE-0009692
b2954	ECOCYC	G7530
b2954	GeneID	947429
b2955	UniProtKB/Swiss-Prot	P52062
b2955	ASAP	ABE-0009694
